"eth","age","sex","time","zip","cases","tests"
"Black or African American","75+",1,"23/2022","60417",0,1
"Black or African American","75+",1,"24/2020","46312",0,2
"Black or African American","75+",1,"24/2020","46320",0,1
"Black or African American","75+",1,"24/2020","46368",0,2
"Black or African American","75+",1,"24/2020","46404",0,4
"Black or African American","75+",1,"24/2020","46407",0,1
"Black or African American","75+",1,"24/2020","46408",0,1
"Black or African American","75+",1,"24/2020","46410",0,1
"Black or African American","75+",1,"24/2020","60409",0,1
"Black or African American","75+",1,"24/2021","46307",0,1
"Black or African American","75+",1,"24/2021","46312",0,1
"Black or African American","75+",1,"24/2021","46320",0,2
"Black or African American","75+",1,"24/2021","46322",0,1
"Black or African American","75+",1,"24/2021","46404",0,1
"Black or African American","75+",1,"24/2021","46406",0,2
"Black or African American","75+",1,"24/2021","46410",0,2
"Black or African American","75+",1,"24/2021","60411",0,1
"Black or African American","75+",1,"24/2022","46312",0,1
"Black or African American","75+",1,"24/2022","46404",0,1
"Black or African American","75+",1,"24/2022","46406",0,1
"Black or African American","75+",1,"24/2022","46409",0,1
"Black or African American","75+",1,"25/2020","46404",0,2
"Black or African American","75+",1,"25/2020","46409",0,1
"Black or African American","75+",1,"25/2020","60643",0,1
"Black or African American","75+",1,"25/2021","46307",0,1
"Black or African American","75+",1,"25/2021","46312",0,3
"Black or African American","75+",1,"25/2021","46320",0,1
"Black or African American","75+",1,"25/2021","46322",0,1
"Black or African American","75+",1,"25/2021","46342",0,1
"Black or African American","75+",1,"25/2021","46368",0,1
"Black or African American","75+",1,"25/2021","46407",0,2
"Black or African American","75+",1,"25/2021","46409",0,1
"Black or African American","75+",1,"25/2021","60409",0,1
"Black or African American","75+",1,"25/2021","60438",0,1
"Black or African American","75+",1,"25/2022","46406",0,2
"Black or African American","75+",1,"26/2020","46320",0,1
"Black or African American","75+",1,"26/2020","46404",0,2
"Black or African American","75+",1,"26/2020","46410",0,2
"Black or African American","75+",1,"26/2020","60473",0,1
"Black or African American","75+",1,"26/2021","46312",0,1
"Black or African American","75+",1,"26/2021","46319",0,1
"Black or African American","75+",1,"26/2021","46403",0,3
"Black or African American","75+",1,"26/2021","46404",0,3
"Black or African American","75+",1,"26/2021","46409",0,1
"Black or African American","75+",1,"26/2021","46410",0,1
"Black or African American","75+",1,"26/2021","60619",0,1
"Black or African American","75+",1,"27/2020","46312",0,1
"Black or African American","75+",1,"27/2020","46319",0,1
"Black or African American","75+",1,"27/2020","46402",0,1
"Black or African American","75+",1,"27/2020","46404",0,1
"Black or African American","75+",1,"27/2020","60643",0,1
"Black or African American","75+",1,"27/2021","46320",0,1
"Black or African American","75+",1,"27/2021","46323",0,1
"Black or African American","75+",1,"27/2021","46404",0,3
"Black or African American","75+",1,"27/2021","46406",0,1
"Black or African American","75+",1,"27/2021","46407",0,1
"Black or African American","75+",1,"27/2021","46408",0,1
"Black or African American","75+",1,"27/2021","60409",0,2
"Black or African American","75+",1,"27/2021","60425",0,1
"Black or African American","75+",1,"27/2021","60643",0,1
"Black or African American","75+",1,"28/2021","46312",0,1
"Black or African American","75+",1,"28/2021","46319",0,1
"Black or African American","75+",1,"28/2021","46320",0,1
"Black or African American","75+",1,"28/2021","46368",0,1
"Black or African American","75+",1,"28/2021","46404",0,1
"Black or African American","75+",1,"28/2021","46406",0,1
"Black or African American","75+",1,"28/2021","46407",0,1
"Black or African American","75+",1,"28/2021","46408",0,1
"Black or African American","75+",1,"28/2021","46409",0,1
"Black or African American","75+",1,"28/2021","46410",0,2
"Black or African American","75+",1,"28/2021","60411",0,1
"Black or African American","75+",1,"29/2021","46320",0,1
"Black or African American","75+",1,"29/2021","46406",0,1
"Black or African American","75+",1,"29/2021","60438",0,1
"Black or African American","75+",1,"3/2021","46342",0,1
"Black or African American","75+",1,"3/2021","46404",0,1
"Black or African American","75+",1,"3/2021","46405",0,1
"Black or African American","75+",1,"3/2021","46406",0,1
"Black or African American","75+",1,"3/2021","46408",0,2
"Black or African American","75+",1,"3/2021","60438",0,1
"Black or African American","75+",1,"3/2022","46312",0,1
"Black or African American","75+",1,"3/2022","46320",0,1
"Black or African American","75+",1,"3/2022","46322",0,1
"Black or African American","75+",1,"3/2022","46403",0,2
"Black or African American","75+",1,"3/2022","46404",0,1
"Black or African American","75+",1,"3/2022","46406",0,1
"Black or African American","75+",1,"3/2022","46408",1,1
"Black or African American","75+",1,"3/2022","46409",0,1
"Black or African American","75+",1,"3/2022","46410",0,3
"Black or African American","75+",1,"30/2021","46342",0,1
"Black or African American","75+",1,"30/2021","46408",0,1
"Black or African American","75+",1,"31/2020","46312",0,1
"Black or African American","75+",1,"31/2020","46320",0,2
"Black or African American","75+",1,"31/2020","46322",0,1
"Black or African American","75+",1,"31/2020","46342",0,1
"Black or African American","75+",1,"31/2020","46404",0,2
"Black or African American","75+",1,"31/2020","46407",0,1
"Black or African American","75+",1,"31/2020","46410",0,2
"Black or African American","75+",1,"31/2020","60438",0,1
"Black or African American","75+",1,"31/2020","60478",0,1
"Black or African American","75+",1,"31/2021","46312",0,2
"Black or African American","75+",1,"31/2021","46321",0,1
"Black or African American","75+",1,"31/2021","46406",0,1
"Black or African American","75+",1,"32/2020","46312",0,1
"Black or African American","75+",1,"32/2020","46320",0,1
"Black or African American","75+",1,"32/2020","46368",0,1
"Black or African American","75+",1,"32/2020","46385",0,1
"Black or African American","75+",1,"32/2020","46404",0,3
"Black or African American","75+",1,"32/2020","46409",0,1
"Black or African American","75+",1,"32/2020","46410",0,3
"Black or African American","75+",1,"32/2020","60473",0,1
"Black or African American","75+",1,"32/2020","60617",0,1
"Black or African American","75+",1,"32/2020","60619",0,1
"Black or African American","75+",1,"32/2021","46404",0,1
"Black or African American","75+",1,"32/2021","46406",0,1
"Black or African American","75+",1,"33/2020","46312",0,1
"Black or African American","75+",1,"33/2020","46320",0,1
"Black or African American","75+",1,"33/2020","46323",0,1
"Black or African American","75+",1,"33/2020","46324",0,1
"Black or African American","75+",1,"33/2020","46404",0,2
"Black or African American","75+",1,"33/2020","46410",0,1
"Black or African American","75+",1,"33/2020","60438",0,1
"Black or African American","75+",1,"33/2020","60473",0,1
"Black or African American","75+",1,"33/2021","46324",0,1
"Black or African American","75+",1,"33/2021","46402",0,1
"Black or African American","75+",1,"33/2021","46403",0,1
"Black or African American","75+",1,"33/2021","46404",0,1
"Black or African American","75+",1,"34/2020","46320",0,1
"Black or African American","75+",1,"34/2020","46342",0,1
"Black or African American","75+",1,"34/2020","46403",0,1
"Black or African American","75+",1,"34/2020","46406",0,1
"Black or African American","75+",1,"34/2020","46408",0,1
"Black or African American","75+",1,"34/2020","46410",0,1
"Black or African American","75+",1,"34/2020","60425",0,1
"Black or African American","75+",1,"34/2020","60438",0,2
"Black or African American","75+",1,"34/2021","46322",0,1
"Black or African American","75+",1,"35/2020","46312",0,4
"Black or African American","75+",1,"35/2020","46320",0,1
"Black or African American","75+",1,"35/2020","46321",0,1
"Black or African American","75+",1,"35/2020","46323",0,1
"Black or African American","75+",1,"35/2020","46403",0,3
"Black or African American","75+",1,"35/2020","46404",0,2
"Black or African American","75+",1,"35/2020","46408",0,1
"Black or African American","75+",1,"35/2020","46410",0,2
"Black or African American","75+",1,"35/2020","60473",0,1
"Black or African American","75+",1,"35/2021","46404",0,1
"Black or African American","75+",1,"36/2020","46312",0,3
"Black or African American","75+",1,"36/2020","46320",0,1
"Black or African American","75+",1,"36/2020","46322",0,1
"Black or African American","75+",1,"36/2020","46402",0,2
"Black or African American","75+",1,"36/2020","46403",0,1
"Black or African American","75+",1,"36/2020","46407",0,2
"Black or African American","75+",1,"36/2020","46408",0,2
"Black or African American","75+",1,"36/2020","46409",0,1
"Black or African American","75+",1,"36/2021","46324",0,1
"Black or African American","75+",1,"36/2021","46405",0,1
"Black or African American","75+",1,"36/2021","60425",0,1
"Black or African American","75+",1,"37/2020","46312",0,2
"Black or African American","75+",1,"37/2020","46323",0,1
"Black or African American","75+",1,"37/2020","46342",0,1
"Black or African American","75+",1,"37/2020","46360",0,1
"Black or African American","75+",1,"37/2020","46403",0,1
"Black or African American","75+",1,"37/2020","46404",0,1
"Black or African American","75+",1,"37/2020","46407",0,1
"Black or African American","75+",1,"37/2020","46408",0,1
"Black or African American","75+",1,"37/2020","46410",0,1
"Black or African American","75+",1,"37/2021","46311",0,1
"Black or African American","75+",1,"37/2021","46312",0,1
"Black or African American","75+",1,"37/2021","46402",0,1
"Black or African American","75+",1,"37/2021","46407",0,2
"Black or African American","75+",1,"37/2021","46410",0,1
"Black or African American","75+",1,"38/2020","46312",0,1
"Black or African American","75+",1,"38/2020","46404",0,2
"Black or African American","75+",1,"38/2020","46406",0,2
"Black or African American","75+",1,"38/2020","60409",0,1
"Black or African American","75+",1,"38/2020","60411",0,1
"Black or African American","75+",1,"38/2021","46320",0,1
"Black or African American","75+",1,"38/2021","46342",0,1
"Black or African American","75+",1,"38/2021","46403",0,1
"Black or African American","75+",1,"38/2021","46406",0,1
"Black or African American","75+",1,"38/2021","46407",0,1
"Black or African American","75+",1,"38/2021","46410",0,2
"Black or African American","75+",1,"39/2020","46311",0,1
"Black or African American","75+",1,"39/2020","46312",0,4
"Black or African American","75+",1,"39/2020","46320",0,1
"Black or African American","75+",1,"39/2020","46404",0,2
"Black or African American","75+",1,"39/2020","46410",0,1
"Black or African American","75+",1,"39/2020","46411",0,1
"Black or African American","75+",1,"39/2020","60473",0,1
"Black or African American","75+",1,"39/2020","60617",0,1
"Black or African American","75+",1,"39/2021","46312",0,1
"Black or African American","75+",1,"39/2021","46404",0,2
"Black or African American","75+",1,"39/2021","60411",0,1
"Black or African American","75+",1,"39/2021","60473",0,1
"Black or African American","75+",1,"4/2021","46312",0,1
"Black or African American","75+",1,"4/2021","46320",0,1
"Black or African American","75+",1,"4/2021","46323",0,1
"Black or African American","75+",1,"4/2021","46324",0,1
"Black or African American","75+",1,"4/2021","46368",0,1
"Black or African American","75+",1,"4/2021","46404",0,1
"Black or African American","75+",1,"4/2021","46406",0,1
"Black or African American","75+",1,"4/2021","46409",0,1
"Black or African American","75+",1,"4/2021","46410",0,2
"Black or African American","75+",1,"4/2021","60409",0,2
"Black or African American","75+",1,"4/2021","60419",0,1
"Black or African American","75+",1,"4/2022","46312",0,1
"Black or African American","75+",1,"4/2022","46320",0,1
"Black or African American","75+",1,"4/2022","46403",0,1
"Black or African American","75+",1,"4/2022","46404",0,2
"Black or African American","75+",1,"4/2022","46407",0,1
"Black or African American","75+",1,"4/2022","46409",0,2
"Black or African American","75+",1,"4/2022","46410",0,2
"Black or African American","75+",1,"40/2020","46307",0,1
"Black or African American","75+",1,"40/2020","46312",0,2
"Black or African American","75+",1,"40/2020","46319",0,1
"Black or African American","75+",1,"40/2020","46320",0,1
"Black or African American","75+",1,"40/2020","46324",0,1
"Black or African American","75+",1,"40/2020","46406",0,1
"Black or African American","75+",1,"40/2020","46409",0,1
"Black or African American","75+",1,"40/2020","46410",0,1
"Black or African American","75+",1,"40/2021","46403",0,1
"Black or African American","75+",1,"40/2021","46404",0,1
