"eth","age","sex","time","zip","cases","tests"
"White or Caucasian","35-64",1,"35/2021","46323",0,2
"White or Caucasian","35-64",1,"35/2021","46324",0,6
"White or Caucasian","35-64",1,"35/2021","46341",0,1
"White or Caucasian","35-64",1,"35/2021","46342",0,10
"White or Caucasian","35-64",1,"35/2021","46350",0,1
"White or Caucasian","35-64",1,"35/2021","46368",1,2
"White or Caucasian","35-64",1,"35/2021","46373",1,6
"White or Caucasian","35-64",1,"35/2021","46375",0,1
"White or Caucasian","35-64",1,"35/2021","46383",0,1
"White or Caucasian","35-64",1,"35/2021","46385",0,8
"White or Caucasian","35-64",1,"35/2021","46394",0,1
"White or Caucasian","35-64",1,"35/2021","46405",0,5
"White or Caucasian","35-64",1,"35/2021","46406",0,1
"White or Caucasian","35-64",1,"35/2021","46408",0,2
"White or Caucasian","35-64",1,"35/2021","46410",0,3
"White or Caucasian","35-64",1,"35/2021","46534",0,1
"White or Caucasian","35-64",1,"35/2021","60417",0,1
"White or Caucasian","35-64",1,"35/2021","60438",0,1
"White or Caucasian","35-64",1,"35/2021","60462",0,1
"White or Caucasian","35-64",1,"35/2021","60466",0,1
"White or Caucasian","35-64",1,"36/2020","46303",0,2
"White or Caucasian","35-64",1,"36/2020","46304",0,4
"White or Caucasian","35-64",1,"36/2020","46307",1,12
"White or Caucasian","35-64",1,"36/2020","46310",0,3
"White or Caucasian","35-64",1,"36/2020","46311",0,7
"White or Caucasian","35-64",1,"36/2020","46319",0,6
"White or Caucasian","35-64",1,"36/2020","46320",0,1
"White or Caucasian","35-64",1,"36/2020","46321",0,13
"White or Caucasian","35-64",1,"36/2020","46322",1,9
"White or Caucasian","35-64",1,"36/2020","46323",0,11
"White or Caucasian","35-64",1,"36/2020","46324",0,7
"White or Caucasian","35-64",1,"36/2020","46327",0,2
"White or Caucasian","35-64",1,"36/2020","46341",0,4
"White or Caucasian","35-64",1,"36/2020","46342",0,16
"White or Caucasian","35-64",1,"36/2020","46347",0,1
"White or Caucasian","35-64",1,"36/2020","46356",0,9
"White or Caucasian","35-64",1,"36/2020","46360",0,2
"White or Caucasian","35-64",1,"36/2020","46366",0,1
"White or Caucasian","35-64",1,"36/2020","46368",0,4
"White or Caucasian","35-64",1,"36/2020","46373",0,3
"White or Caucasian","35-64",1,"36/2020","46375",0,6
"White or Caucasian","35-64",1,"36/2020","46383",1,9
"White or Caucasian","35-64",1,"36/2020","46385",0,15
"White or Caucasian","35-64",1,"36/2020","46391",0,1
"White or Caucasian","35-64",1,"36/2020","46394",0,3
"White or Caucasian","35-64",1,"36/2020","46405",0,2
"White or Caucasian","35-64",1,"36/2020","46408",0,2
"White or Caucasian","35-64",1,"36/2020","46410",0,2
"White or Caucasian","35-64",1,"36/2020","47906",0,1
"White or Caucasian","35-64",1,"36/2020","60401",0,1
"White or Caucasian","35-64",1,"36/2020","60409",0,1
"White or Caucasian","35-64",1,"36/2020","60411",0,1
"White or Caucasian","35-64",1,"36/2020","60448",0,2
"White or Caucasian","35-64",1,"36/2020","60452",0,1
"White or Caucasian","35-64",1,"36/2020","60642",0,1
"White or Caucasian","35-64",1,"36/2021","46304",0,1
"White or Caucasian","35-64",1,"36/2021","46307",0,8
"White or Caucasian","35-64",1,"36/2021","46310",0,1
"White or Caucasian","35-64",1,"36/2021","46311",0,4
"White or Caucasian","35-64",1,"36/2021","46312",0,1
"White or Caucasian","35-64",1,"36/2021","46319",0,3
"White or Caucasian","35-64",1,"36/2021","46320",0,2
"White or Caucasian","35-64",1,"36/2021","46321",0,4
"White or Caucasian","35-64",1,"36/2021","46322",1,6
"White or Caucasian","35-64",1,"36/2021","46323",0,2
"White or Caucasian","35-64",1,"36/2021","46324",0,1
"White or Caucasian","35-64",1,"36/2021","46327",0,3
"White or Caucasian","35-64",1,"36/2021","46342",0,5
"White or Caucasian","35-64",1,"36/2021","46356",0,4
"White or Caucasian","35-64",1,"36/2021","46360",0,1
"White or Caucasian","35-64",1,"36/2021","46368",0,5
"White or Caucasian","35-64",1,"36/2021","46373",0,2
"White or Caucasian","35-64",1,"36/2021","46375",0,3
"White or Caucasian","35-64",1,"36/2021","46383",0,5
"White or Caucasian","35-64",1,"36/2021","46385",0,1
"White or Caucasian","35-64",1,"36/2021","46394",0,1
"White or Caucasian","35-64",1,"36/2021","46403",0,2
"White or Caucasian","35-64",1,"36/2021","46405",0,3
"White or Caucasian","35-64",1,"36/2021","46408",0,2
"White or Caucasian","35-64",1,"36/2021","46410",0,2
"White or Caucasian","35-64",1,"36/2021","60438",0,3
"White or Caucasian","35-64",1,"36/2021","60449",0,1
"White or Caucasian","35-64",1,"36/2021","60633",0,1
"White or Caucasian","35-64",1,"37/2020","46303",0,9
"White or Caucasian","35-64",1,"37/2020","46304",0,1
"White or Caucasian","35-64",1,"37/2020","46307",0,13
"White or Caucasian","35-64",1,"37/2020","46310",0,4
"White or Caucasian","35-64",1,"37/2020","46311",0,5
"White or Caucasian","35-64",1,"37/2020","46312",0,3
"White or Caucasian","35-64",1,"37/2020","46319",0,7
"White or Caucasian","35-64",1,"37/2020","46320",0,2
"White or Caucasian","35-64",1,"37/2020","46321",0,8
"White or Caucasian","35-64",1,"37/2020","46322",0,5
"White or Caucasian","35-64",1,"37/2020","46323",0,8
"White or Caucasian","35-64",1,"37/2020","46324",0,11
"White or Caucasian","35-64",1,"37/2020","46327",0,1
"White or Caucasian","35-64",1,"37/2020","46341",0,2
"White or Caucasian","35-64",1,"37/2020","46342",0,17
"White or Caucasian","35-64",1,"37/2020","46348",0,1
"White or Caucasian","35-64",1,"37/2020","46349",0,1
"White or Caucasian","35-64",1,"37/2020","46350",0,2
"White or Caucasian","35-64",1,"37/2020","46356",0,6
"White or Caucasian","35-64",1,"37/2020","46366",0,1
"White or Caucasian","35-64",1,"37/2020","46368",0,13
"White or Caucasian","35-64",1,"37/2020","46373",0,13
"White or Caucasian","35-64",1,"37/2020","46375",0,13
"White or Caucasian","35-64",1,"37/2020","46383",0,6
"White or Caucasian","35-64",1,"37/2020","46385",1,11
"White or Caucasian","35-64",1,"37/2020","46392",0,3
"White or Caucasian","35-64",1,"37/2020","46393",0,1
"White or Caucasian","35-64",1,"37/2020","46394",0,3
"White or Caucasian","35-64",1,"37/2020","46405",0,2
"White or Caucasian","35-64",1,"37/2020","46406",0,1
"White or Caucasian","35-64",1,"37/2020","46408",0,5
"White or Caucasian","35-64",1,"37/2020","46410",0,8
"White or Caucasian","35-64",1,"37/2020","46534",0,4
"White or Caucasian","35-64",1,"37/2020","46628",0,1
"White or Caucasian","35-64",1,"37/2020","46996",0,2
"White or Caucasian","35-64",1,"37/2020","60401",0,1
"White or Caucasian","35-64",1,"37/2020","60417",0,1
"White or Caucasian","35-64",1,"37/2020","60423",0,1
"White or Caucasian","35-64",1,"37/2020","60940",0,1
"White or Caucasian","35-64",1,"37/2021","46303",0,5
"White or Caucasian","35-64",1,"37/2021","46304",0,3
"White or Caucasian","35-64",1,"37/2021","46307",0,15
"White or Caucasian","35-64",1,"37/2021","46310",0,1
"White or Caucasian","35-64",1,"37/2021","46311",0,7
"White or Caucasian","35-64",1,"37/2021","46312",0,2
"White or Caucasian","35-64",1,"37/2021","46319",0,8
"White or Caucasian","35-64",1,"37/2021","46321",0,6
"White or Caucasian","35-64",1,"37/2021","46322",0,5
"White or Caucasian","35-64",1,"37/2021","46323",0,2
"White or Caucasian","35-64",1,"37/2021","46324",0,2
"White or Caucasian","35-64",1,"37/2021","46327",0,1
"White or Caucasian","35-64",1,"37/2021","46342",0,15
"White or Caucasian","35-64",1,"37/2021","46348",0,1
"White or Caucasian","35-64",1,"37/2021","46349",0,1
"White or Caucasian","35-64",1,"37/2021","46350",0,1
"White or Caucasian","35-64",1,"37/2021","46356",0,2
"White or Caucasian","35-64",1,"37/2021","46368",0,7
"White or Caucasian","35-64",1,"37/2021","46373",0,2
"White or Caucasian","35-64",1,"37/2021","46375",0,6
"White or Caucasian","35-64",1,"37/2021","46383",0,3
"White or Caucasian","35-64",1,"37/2021","46385",0,7
"White or Caucasian","35-64",1,"37/2021","46391",0,1
"White or Caucasian","35-64",1,"37/2021","46392",0,1
"White or Caucasian","35-64",1,"37/2021","46394",0,5
"White or Caucasian","35-64",1,"37/2021","46405",0,4
"White or Caucasian","35-64",1,"37/2021","46406",1,3
"White or Caucasian","35-64",1,"37/2021","46408",0,1
"White or Caucasian","35-64",1,"37/2021","46410",0,4
"White or Caucasian","35-64",1,"37/2021","47951",0,1
"White or Caucasian","35-64",1,"37/2021","60438",0,2
"White or Caucasian","35-64",1,"37/2021","60617",0,1
"White or Caucasian","35-64",1,"38/2020","46303",0,11
"White or Caucasian","35-64",1,"38/2020","46304",0,4
"White or Caucasian","35-64",1,"38/2020","46307",0,15
"White or Caucasian","35-64",1,"38/2020","46310",0,5
"White or Caucasian","35-64",1,"38/2020","46311",0,4
"White or Caucasian","35-64",1,"38/2020","46319",0,7
"White or Caucasian","35-64",1,"38/2020","46320",0,1
"White or Caucasian","35-64",1,"38/2020","46321",0,16
"White or Caucasian","35-64",1,"38/2020","46322",0,12
"White or Caucasian","35-64",1,"38/2020","46323",0,6
"White or Caucasian","35-64",1,"38/2020","46324",0,3
"White or Caucasian","35-64",1,"38/2020","46327",0,3
"White or Caucasian","35-64",1,"38/2020","46341",0,2
"White or Caucasian","35-64",1,"38/2020","46342",0,12
"White or Caucasian","35-64",1,"38/2020","46348",0,1
"White or Caucasian","35-64",1,"38/2020","46349",0,2
"White or Caucasian","35-64",1,"38/2020","46356",0,4
"White or Caucasian","35-64",1,"38/2020","46360",0,3
"White or Caucasian","35-64",1,"38/2020","46368",0,7
"White or Caucasian","35-64",1,"38/2020","46373",0,7
"White or Caucasian","35-64",1,"38/2020","46375",1,12
"White or Caucasian","35-64",1,"38/2020","46383",0,8
"White or Caucasian","35-64",1,"38/2020","46385",0,10
"White or Caucasian","35-64",1,"38/2020","46390",0,1
"White or Caucasian","35-64",1,"38/2020","46391",0,2
"White or Caucasian","35-64",1,"38/2020","46392",0,1
"White or Caucasian","35-64",1,"38/2020","46394",0,1
"White or Caucasian","35-64",1,"38/2020","46403",0,3
"White or Caucasian","35-64",1,"38/2020","46405",0,5
"White or Caucasian","35-64",1,"38/2020","46408",0,4
"White or Caucasian","35-64",1,"38/2020","46410",0,5
"White or Caucasian","35-64",1,"38/2020","46534",0,1
"White or Caucasian","35-64",1,"38/2020","60406",0,1
"White or Caucasian","35-64",1,"38/2020","60409",0,1
"White or Caucasian","35-64",1,"38/2020","60411",0,1
"White or Caucasian","35-64",1,"38/2020","60417",0,2
"White or Caucasian","35-64",1,"38/2020","60438",0,3
"White or Caucasian","35-64",1,"38/2020","60475",0,1
"White or Caucasian","35-64",1,"38/2020","60617",0,1
"White or Caucasian","35-64",1,"38/2021","46303",0,1
"White or Caucasian","35-64",1,"38/2021","46304",0,2
"White or Caucasian","35-64",1,"38/2021","46307",0,12
"White or Caucasian","35-64",1,"38/2021","46310",0,2
"White or Caucasian","35-64",1,"38/2021","46311",0,6
"White or Caucasian","35-64",1,"38/2021","46319",0,4
"White or Caucasian","35-64",1,"38/2021","46320",0,1
"White or Caucasian","35-64",1,"38/2021","46321",0,8
"White or Caucasian","35-64",1,"38/2021","46322",0,3
"White or Caucasian","35-64",1,"38/2021","46323",0,3
"White or Caucasian","35-64",1,"38/2021","46324",0,3
"White or Caucasian","35-64",1,"38/2021","46341",0,3
"White or Caucasian","35-64",1,"38/2021","46342",0,8
"White or Caucasian","35-64",1,"38/2021","46347",0,1
"White or Caucasian","35-64",1,"38/2021","46349",0,1
"White or Caucasian","35-64",1,"38/2021","46356",0,7
"White or Caucasian","35-64",1,"38/2021","46360",0,1
"White or Caucasian","35-64",1,"38/2021","46365",0,1
"White or Caucasian","35-64",1,"38/2021","46366",0,1
"White or Caucasian","35-64",1,"38/2021","46368",0,3
"White or Caucasian","35-64",1,"38/2021","46373",0,7
"White or Caucasian","35-64",1,"38/2021","46375",0,5
"White or Caucasian","35-64",1,"38/2021","46383",0,4
"White or Caucasian","35-64",1,"38/2021","46385",0,7
"White or Caucasian","35-64",1,"38/2021","46392",0,2
"White or Caucasian","35-64",1,"38/2021","46394",0,2
"White or Caucasian","35-64",1,"38/2021","46405",0,1
"White or Caucasian","35-64",1,"38/2021","46406",0,1
"White or Caucasian","35-64",1,"38/2021","46407",0,1
"White or Caucasian","35-64",1,"38/2021","46408",0,3
"White or Caucasian","35-64",1,"38/2021","46409",0,1
"White or Caucasian","35-64",1,"38/2021","46410",0,2
"White or Caucasian","35-64",1,"38/2021","46574",0,1
"White or Caucasian","35-64",1,"38/2021","47978",0,1
"White or Caucasian","35-64",1,"38/2021","60401",0,1
"White or Caucasian","35-64",1,"38/2021","60409",0,1
"White or Caucasian","35-64",1,"38/2021","60411",0,2
"White or Caucasian","35-64",1,"38/2021","60417",0,1
"White or Caucasian","35-64",1,"38/2021","60422",0,1
"White or Caucasian","35-64",1,"38/2021","60438",0,3
"White or Caucasian","35-64",1,"38/2021","60473",0,1
"White or Caucasian","35-64",1,"39/2020","46303",0,9
"White or Caucasian","35-64",1,"39/2020","46304",0,5
"White or Caucasian","35-64",1,"39/2020","46307",0,18
"White or Caucasian","35-64",1,"39/2020","46310",0,2
"White or Caucasian","35-64",1,"39/2020","46311",0,13
"White or Caucasian","35-64",1,"39/2020","46312",0,4
"White or Caucasian","35-64",1,"39/2020","46319",0,7
"White or Caucasian","35-64",1,"39/2020","46320",0,2
"White or Caucasian","35-64",1,"39/2020","46321",0,6
"White or Caucasian","35-64",1,"39/2020","46322",0,14
"White or Caucasian","35-64",1,"39/2020","46323",0,6
"White or Caucasian","35-64",1,"39/2020","46324",1,5
"White or Caucasian","35-64",1,"39/2020","46327",0,1
"White or Caucasian","35-64",1,"39/2020","46341",0,8
"White or Caucasian","35-64",1,"39/2020","46342",0,6
"White or Caucasian","35-64",1,"39/2020","46356",0,4
"White or Caucasian","35-64",1,"39/2020","46360",0,1
"White or Caucasian","35-64",1,"39/2020","46366",0,1
"White or Caucasian","35-64",1,"39/2020","46368",0,11
"White or Caucasian","35-64",1,"39/2020","46373",0,7
"White or Caucasian","35-64",1,"39/2020","46375",0,10
"White or Caucasian","35-64",1,"39/2020","46376",0,1
"White or Caucasian","35-64",1,"39/2020","46383",0,9
"White or Caucasian","35-64",1,"39/2020","46385",0,6
"White or Caucasian","35-64",1,"39/2020","46391",0,1
"White or Caucasian","35-64",1,"39/2020","46394",0,4
"White or Caucasian","35-64",1,"39/2020","46403",0,2
"White or Caucasian","35-64",1,"39/2020","46404",0,1
"White or Caucasian","35-64",1,"39/2020","46405",0,3
"White or Caucasian","35-64",1,"39/2020","46406",0,1
"White or Caucasian","35-64",1,"39/2020","46408",0,2
"White or Caucasian","35-64",1,"39/2020","46410",0,7
"White or Caucasian","35-64",1,"39/2020","46534",0,1
"White or Caucasian","35-64",1,"39/2020","46563",0,1
"White or Caucasian","35-64",1,"39/2020","47963",0,1
"White or Caucasian","35-64",1,"39/2020","60401",0,2
"White or Caucasian","35-64",1,"39/2020","60411",0,3
"White or Caucasian","35-64",1,"39/2020","60417",0,1
"White or Caucasian","35-64",1,"39/2020","60438",0,1
"White or Caucasian","35-64",1,"39/2020","60476",0,1
"White or Caucasian","35-64",1,"39/2020","60617",0,1
"White or Caucasian","35-64",1,"39/2021","46303",0,9
"White or Caucasian","35-64",1,"39/2021","46304",0,2
"White or Caucasian","35-64",1,"39/2021","46307",1,17
"White or Caucasian","35-64",1,"39/2021","46310",0,1
"White or Caucasian","35-64",1,"39/2021","46311",0,7
"White or Caucasian","35-64",1,"39/2021","46312",0,1
"White or Caucasian","35-64",1,"39/2021","46319",0,6
"White or Caucasian","35-64",1,"39/2021","46320",0,2
"White or Caucasian","35-64",1,"39/2021","46321",0,9
"White or Caucasian","35-64",1,"39/2021","46322",0,4
"White or Caucasian","35-64",1,"39/2021","46323",0,2
"White or Caucasian","35-64",1,"39/2021","46324",0,2
"White or Caucasian","35-64",1,"39/2021","46327",0,1
"White or Caucasian","35-64",1,"39/2021","46341",0,5
"White or Caucasian","35-64",1,"39/2021","46342",0,11
"White or Caucasian","35-64",1,"39/2021","46347",0,1
"White or Caucasian","35-64",1,"39/2021","46349",0,1
"White or Caucasian","35-64",1,"39/2021","46356",0,2
"White or Caucasian","35-64",1,"39/2021","46368",0,11
"White or Caucasian","35-64",1,"39/2021","46373",0,4
"White or Caucasian","35-64",1,"39/2021","46375",0,4
"White or Caucasian","35-64",1,"39/2021","46383",0,4
"White or Caucasian","35-64",1,"39/2021","46385",0,5
"White or Caucasian","35-64",1,"39/2021","46394",0,1
"White or Caucasian","35-64",1,"39/2021","46403",0,1
"White or Caucasian","35-64",1,"39/2021","46404",0,1
"White or Caucasian","35-64",1,"39/2021","46405",0,2
"White or Caucasian","35-64",1,"39/2021","46406",0,2
"White or Caucasian","35-64",1,"39/2021","46408",0,3
"White or Caucasian","35-64",1,"39/2021","46410",0,2
"White or Caucasian","35-64",1,"39/2021","46534",0,1
"White or Caucasian","35-64",1,"39/2021","46614",0,1
"White or Caucasian","35-64",1,"39/2021","47960",0,1
"White or Caucasian","35-64",1,"39/2021","60411",0,2
"White or Caucasian","35-64",1,"39/2021","60417",0,1
"White or Caucasian","35-64",1,"39/2021","60438",0,1
"White or Caucasian","35-64",1,"39/2021","60657",0,1
"White or Caucasian","35-64",1,"4/2021","46303",0,7
"White or Caucasian","35-64",1,"4/2021","46304",0,2
"White or Caucasian","35-64",1,"4/2021","46307",0,22
"White or Caucasian","35-64",1,"4/2021","46310",0,1
"White or Caucasian","35-64",1,"4/2021","46311",0,11
"White or Caucasian","35-64",1,"4/2021","46312",0,2
"White or Caucasian","35-64",1,"4/2021","46319",1,6
"White or Caucasian","35-64",1,"4/2021","46321",0,8
"White or Caucasian","35-64",1,"4/2021","46322",2,8
"White or Caucasian","35-64",1,"4/2021","46323",0,5
"White or Caucasian","35-64",1,"4/2021","46324",0,10
"White or Caucasian","35-64",1,"4/2021","46327",0,4
"White or Caucasian","35-64",1,"4/2021","46341",0,2
"White or Caucasian","35-64",1,"4/2021","46342",0,14
"White or Caucasian","35-64",1,"4/2021","46347",0,1
"White or Caucasian","35-64",1,"4/2021","46348",0,1
"White or Caucasian","35-64",1,"4/2021","46349",0,2
"White or Caucasian","35-64",1,"4/2021","46350",0,2
"White or Caucasian","35-64",1,"4/2021","46356",0,5
"White or Caucasian","35-64",1,"4/2021","46366",0,1
"White or Caucasian","35-64",1,"4/2021","46368",0,8
"White or Caucasian","35-64",1,"4/2021","46373",0,6
"White or Caucasian","35-64",1,"4/2021","46375",0,4
"White or Caucasian","35-64",1,"4/2021","46383",0,3
"White or Caucasian","35-64",1,"4/2021","46385",0,9
"White or Caucasian","35-64",1,"4/2021","46390",0,1
"White or Caucasian","35-64",1,"4/2021","46391",0,2
"White or Caucasian","35-64",1,"4/2021","46392",0,2
"White or Caucasian","35-64",1,"4/2021","46394",0,1
"White or Caucasian","35-64",1,"4/2021","46402",0,1
"White or Caucasian","35-64",1,"4/2021","46405",0,8
"White or Caucasian","35-64",1,"4/2021","46408",0,3
"White or Caucasian","35-64",1,"4/2021","46410",0,2
"White or Caucasian","35-64",1,"4/2021","46628",0,1
"White or Caucasian","35-64",1,"4/2021","47963",0,1
"White or Caucasian","35-64",1,"4/2021","47978",0,2
"White or Caucasian","35-64",1,"4/2021","60401",0,1
"White or Caucasian","35-64",1,"4/2021","60411",0,1
"White or Caucasian","35-64",1,"4/2021","60417",0,1
"White or Caucasian","35-64",1,"4/2021","60438",0,2
"White or Caucasian","35-64",1,"4/2021","60473",0,1
"White or Caucasian","35-64",1,"4/2021","60617",0,1
"White or Caucasian","35-64",1,"4/2021","60633",0,1
"White or Caucasian","35-64",1,"4/2022","46303",1,5
"White or Caucasian","35-64",1,"4/2022","46304",0,4
"White or Caucasian","35-64",1,"4/2022","46307",0,12
"White or Caucasian","35-64",1,"4/2022","46310",1,3
"White or Caucasian","35-64",1,"4/2022","46311",0,7
"White or Caucasian","35-64",1,"4/2022","46312",0,3
"White or Caucasian","35-64",1,"4/2022","46319",0,7
"White or Caucasian","35-64",1,"4/2022","46321",0,13
"White or Caucasian","35-64",1,"4/2022","46322",0,6
"White or Caucasian","35-64",1,"4/2022","46323",0,4
"White or Caucasian","35-64",1,"4/2022","46324",0,5
"White or Caucasian","35-64",1,"4/2022","46327",1,1
"White or Caucasian","35-64",1,"4/2022","46341",0,1
"White or Caucasian","35-64",1,"4/2022","46342",1,8
"White or Caucasian","35-64",1,"4/2022","46350",0,3
"White or Caucasian","35-64",1,"4/2022","46356",0,6
"White or Caucasian","35-64",1,"4/2022","46368",0,7
"White or Caucasian","35-64",1,"4/2022","46373",0,1
"White or Caucasian","35-64",1,"4/2022","46375",0,8
"White or Caucasian","35-64",1,"4/2022","46383",0,10
"White or Caucasian","35-64",1,"4/2022","46385",0,8
"White or Caucasian","35-64",1,"4/2022","46390",0,1
"White or Caucasian","35-64",1,"4/2022","46391",0,1
"White or Caucasian","35-64",1,"4/2022","46392",0,2
"White or Caucasian","35-64",1,"4/2022","46394",0,4
"White or Caucasian","35-64",1,"4/2022","46403",0,1
"White or Caucasian","35-64",1,"4/2022","46405",0,3
"White or Caucasian","35-64",1,"4/2022","46406",0,2
"White or Caucasian","35-64",1,"4/2022","46408",0,3
"White or Caucasian","35-64",1,"4/2022","46409",0,1
"White or Caucasian","35-64",1,"4/2022","46410",0,5
"White or Caucasian","35-64",1,"4/2022","46534",1,1
"White or Caucasian","35-64",1,"4/2022","60401",0,2
"White or Caucasian","35-64",1,"4/2022","60417",0,1
"White or Caucasian","35-64",1,"4/2022","60438",0,1
"White or Caucasian","35-64",1,"4/2022","60442",0,1
"White or Caucasian","35-64",1,"4/2022","60449",0,1
"White or Caucasian","35-64",1,"4/2022","60605",0,1
"White or Caucasian","35-64",1,"4/2022","60617",0,1
"White or Caucasian","35-64",1,"40/2020","46303",0,4
"White or Caucasian","35-64",1,"40/2020","46304",0,4
"White or Caucasian","35-64",1,"40/2020","46307",0,21
"White or Caucasian","35-64",1,"40/2020","46310",0,3
"White or Caucasian","35-64",1,"40/2020","46311",0,7
"White or Caucasian","35-64",1,"40/2020","46319",0,8
"White or Caucasian","35-64",1,"40/2020","46320",0,2
"White or Caucasian","35-64",1,"40/2020","46321",0,11
"White or Caucasian","35-64",1,"40/2020","46322",0,10
"White or Caucasian","35-64",1,"40/2020","46323",0,6
"White or Caucasian","35-64",1,"40/2020","46324",0,4
"White or Caucasian","35-64",1,"40/2020","46327",0,3
"White or Caucasian","35-64",1,"40/2020","46341",0,3
"White or Caucasian","35-64",1,"40/2020","46342",0,18
"White or Caucasian","35-64",1,"40/2020","46347",0,1
"White or Caucasian","35-64",1,"40/2020","46348",0,1
"White or Caucasian","35-64",1,"40/2020","46349",0,1
"White or Caucasian","35-64",1,"40/2020","46350",0,1
"White or Caucasian","35-64",1,"40/2020","46356",0,5
"White or Caucasian","35-64",1,"40/2020","46360",0,1
"White or Caucasian","35-64",1,"40/2020","46368",0,14
"White or Caucasian","35-64",1,"40/2020","46373",0,8
"White or Caucasian","35-64",1,"40/2020","46375",0,8
"White or Caucasian","35-64",1,"40/2020","46383",0,3
"White or Caucasian","35-64",1,"40/2020","46385",0,11
"White or Caucasian","35-64",1,"40/2020","46390",0,1
"White or Caucasian","35-64",1,"40/2020","46392",0,1
"White or Caucasian","35-64",1,"40/2020","46394",0,5
"White or Caucasian","35-64",1,"40/2020","46405",0,2
"White or Caucasian","35-64",1,"40/2020","46406",0,1
"White or Caucasian","35-64",1,"40/2020","46408",0,3
"White or Caucasian","35-64",1,"40/2020","46409",0,1
"White or Caucasian","35-64",1,"40/2020","46410",0,9
"White or Caucasian","35-64",1,"40/2020","46534",0,1
"White or Caucasian","35-64",1,"40/2020","60411",0,1
"White or Caucasian","35-64",1,"40/2020","60423",0,1
"White or Caucasian","35-64",1,"40/2020","60438",0,2
"White or Caucasian","35-64",1,"40/2020","60477",0,1
"White or Caucasian","35-64",1,"40/2020","60914",0,1
"White or Caucasian","35-64",1,"40/2021","46302",0,1
"White or Caucasian","35-64",1,"40/2021","46303",0,7
"White or Caucasian","35-64",1,"40/2021","46307",0,15
"White or Caucasian","35-64",1,"40/2021","46311",0,6
"White or Caucasian","35-64",1,"40/2021","46312",0,1
"White or Caucasian","35-64",1,"40/2021","46319",0,5
"White or Caucasian","35-64",1,"40/2021","46321",0,6
"White or Caucasian","35-64",1,"40/2021","46322",0,10
"White or Caucasian","35-64",1,"40/2021","46323",0,3
"White or Caucasian","35-64",1,"40/2021","46324",0,4
"White or Caucasian","35-64",1,"40/2021","46341",0,2
"White or Caucasian","35-64",1,"40/2021","46342",1,6
"White or Caucasian","35-64",1,"40/2021","46347",0,2
"White or Caucasian","35-64",1,"40/2021","46350",0,1
"White or Caucasian","35-64",1,"40/2021","46356",0,4
"White or Caucasian","35-64",1,"40/2021","46368",0,9
"White or Caucasian","35-64",1,"40/2021","46373",0,5
"White or Caucasian","35-64",1,"40/2021","46375",0,5
"White or Caucasian","35-64",1,"40/2021","46376",0,1
"White or Caucasian","35-64",1,"40/2021","46383",0,2
"White or Caucasian","35-64",1,"40/2021","46385",0,9
"White or Caucasian","35-64",1,"40/2021","46392",0,1
"White or Caucasian","35-64",1,"40/2021","46394",0,1
"White or Caucasian","35-64",1,"40/2021","46403",0,1
"White or Caucasian","35-64",1,"40/2021","46405",0,4
"White or Caucasian","35-64",1,"40/2021","46407",0,1
"White or Caucasian","35-64",1,"40/2021","46408",0,2
"White or Caucasian","35-64",1,"40/2021","46410",0,2
"White or Caucasian","35-64",1,"40/2021","46939",0,1
"White or Caucasian","35-64",1,"40/2021","60401",0,1
"White or Caucasian","35-64",1,"40/2021","60438",0,1
"White or Caucasian","35-64",1,"40/2021","60475",0,1
"White or Caucasian","35-64",1,"40/2021","60950",0,1
"White or Caucasian","35-64",1,"41/2020","46303",0,8
"White or Caucasian","35-64",1,"41/2020","46304",0,3
"White or Caucasian","35-64",1,"41/2020","46307",0,16
"White or Caucasian","35-64",1,"41/2020","46310",0,4
"White or Caucasian","35-64",1,"41/2020","46311",0,15
"White or Caucasian","35-64",1,"41/2020","46312",0,3
"White or Caucasian","35-64",1,"41/2020","46319",0,7
"White or Caucasian","35-64",1,"41/2020","46320",0,3
"White or Caucasian","35-64",1,"41/2020","46321",0,16
"White or Caucasian","35-64",1,"41/2020","46322",0,10
"White or Caucasian","35-64",1,"41/2020","46323",0,3
"White or Caucasian","35-64",1,"41/2020","46324",0,6
"White or Caucasian","35-64",1,"41/2020","46327",0,1
"White or Caucasian","35-64",1,"41/2020","46341",0,4
"White or Caucasian","35-64",1,"41/2020","46342",0,13
"White or Caucasian","35-64",1,"41/2020","46349",0,1
"White or Caucasian","35-64",1,"41/2020","46356",1,7
"White or Caucasian","35-64",1,"41/2020","46368",1,11
"White or Caucasian","35-64",1,"41/2020","46373",0,10
"White or Caucasian","35-64",1,"41/2020","46375",0,17
"White or Caucasian","35-64",1,"41/2020","46383",0,7
"White or Caucasian","35-64",1,"41/2020","46385",1,7
"White or Caucasian","35-64",1,"41/2020","46390",0,1
"White or Caucasian","35-64",1,"41/2020","46391",0,2
"White or Caucasian","35-64",1,"41/2020","46394",0,6
"White or Caucasian","35-64",1,"41/2020","46406",0,1
"White or Caucasian","35-64",1,"41/2020","46408",0,3
"White or Caucasian","35-64",1,"41/2020","46410",0,8
"White or Caucasian","35-64",1,"41/2020","46996",0,1
"White or Caucasian","35-64",1,"41/2020","47963",0,1
"White or Caucasian","35-64",1,"41/2020","47978",0,1
"White or Caucasian","35-64",1,"41/2020","60409",0,1
"White or Caucasian","35-64",1,"41/2020","60411",0,1
